employee_id,first_name,last_name,date_of_birth,salary,department,employee_status,hire_date,bank_account_number,tax_rate
571,Louisa,Celez,5/24/1993,64148.14,HR,Contractor,4/6/2011,4793093619,0.47
572,Barbey,Bollom,9/24/1979,53547.27,Operations,Contractor,6/30/2015,4901028369,0.25
573,Griffie,Snell,5/29/1994,34804.99,Finance,Full-time,8/5/2012,4478036325,0.44
574,Freeland,Attwool,7/27/1963,86801.38,HR,Full-time,1/4/2018,1835011748,0.32
575,Marrissa,Obell,7/30/1965,55448.35,Operations,Contractor,10/30/2015,3868434622,0.13
576,Welbie,Calderhead,4/2/1977,98923.69,Finance,Contractor,10/5/2019,2181624037,0.2
577,Hugo,Snodin,8/7/1972,84317.71,HR,Contractor,12/10/2013,7609954222,0.24
578,Hestia,Spoward,5/13/1977,30026.55,Finance,Part-time,1/9/2012,2726334844,0.39
579,Ramona,Vassbender,12/27/1968,94152.44,IT,Part-time,7/27/2013,8463050722,0.11
580,Hilliary,Sinnat,5/25/1963,34952.41,HR,Contractor,5/11/2021,8849526575,0.24
581,Cherrita,Orto,9/19/1964,43898.28,IT,Contractor,5/11/2020,6435826199,0.42
582,Darb,Gitting,7/6/1995,38702.78,HR,Contractor,3/8/2017,8180387569,0.49
583,Salem,Veltmann,9/8/1995,42166.04,HR,Part-time,10/30/2012,9364489018,0.24
584,Ericha,Essame,1/2/1975,28655.53,Operations,Part-time,12/20/2011,8408324034,0.49
585,Marice,Sanchiz,2/12/1985,85420.38,Operations,Part-time,3/16/2019,1998750975,0.22
586,Jules,Kerley,1/11/1974,48306.88,HR,Full-time,5/29/2013,8608611936,0.11
587,Elias,Grima,1/30/1996,57422.82,Operations,Full-time,3/1/2013,9573655756,0.32
588,Wyndham,Leighfield,12/5/1987,55460.02,HR,Part-time,3/28/2017,4172458914,0.27
589,Flinn,Aust,10/7/1997,64222.84,Operations,Contractor,2/26/2018,7522436001,0.42
590,Cozmo,Kenrat,1/24/1966,20793.31,IT,Full-time,10/12/2019,6982313278,0.38
591,Rudd,Grayshan,2/1/1985,39297.16,Operations,Contractor,3/27/2019,4232285877,0.31
592,Aurea,Bisset,6/6/1993,64645.22,IT,Part-time,3/11/2017,3595684385,0.2
593,Luz,Heyward,3/2/1973,84491.76,IT,Full-time,8/29/2014,3704971436,0.28
594,Wolfy,McElhinney,8/1/1978,21677.59,Operations,Part-time,3/24/2019,8881757662,0.23
595,Danell,Cristol,1/28/1978,30578.51,Finance,Contractor,12/13/2018,5811783250,0.32
596,Filberte,Girardet,1/31/1961,97539.12,Operations,Part-time,9/1/2010,2256053939,0.42
597,Lou,O'Quin,11/25/1978,50136.7,HR,Contractor,10/14/2014,1244356213,0.12
598,Derrik,Kleinfeld,2/24/1967,94388.58,IT,Contractor,10/13/2015,8822490337,0.47
599,Merline,Frostdyke,7/29/1995,72155.78,IT,Part-time,3/4/2016,1989291725,0.32
600,Val,Dict,7/8/1989,83767.09,Operations,Part-time,7/9/2017,3881718678,0.4
601,Almeda,Ealles,2/23/1994,50086.34,IT,Full-time,3/10/2018,4117694988,0.25
602,Whitaker,Fitzsymons,4/12/1970,88017.49,Finance,Full-time,10/23/2012,5093084179,0.35
603,Lola,Doddemeede,9/15/1968,66403.13,HR,Contractor,11/4/2012,7310038003,0.43
604,Stephi,Reitenbach,5/8/1997,39384.71,Operations,Full-time,1/7/2019,7236531841,0.36
605,Hastie,Halford,10/4/1978,82377.29,IT,Full-time,9/5/2015,7236445463,0.47
606,Joellyn,Enderson,11/14/1967,52995.54,IT,Full-time,5/4/2017,5138769853,0.33
607,Fancie,MacColl,6/7/1969,89465.76,HR,Contractor,4/12/2015,6389954301,0.15
608,Marrilee,Mannie,3/30/1968,38147.02,HR,Part-time,2/5/2020,3977358111,0.17
609,Chase,Luety,3/25/1986,74856.36,IT,Contractor,12/29/2010,4542320895,0.15
610,Ruperta,Hearmon,4/26/1998,89062.02,Operations,Contractor,12/8/2014,8924083274,0.17
611,Caritta,Dukelow,6/19/1981,23537.33,Finance,Full-time,8/12/2011,2206099237,0.21
612,Catarina,Boreham,6/16/1971,65791.11,IT,Full-time,6/4/2018,1545504777,0.39
613,Phyllida,Horley,6/18/1961,66656.96,HR,Full-time,3/29/2021,1193298707,0.31
614,Phillipe,Goreisr,7/4/1968,58756.02,Finance,Part-time,11/15/2019,5288319296,0.29
615,Mel,Burgise,5/22/1964,42895.8,HR,Full-time,6/5/2018,2316761478,0.24
616,Mahmud,Branford,7/22/1976,71071.94,Finance,Full-time,4/24/2017,3256070942,0.47
617,Jemima,Reuter,7/1/1974,23533.49,Finance,Part-time,6/20/2013,4390949072,0.25
618,Faunie,McInteer,11/17/1964,65884.59,IT,Contractor,6/27/2012,3510810756,0.24
619,Jackson,Batcock,1/16/1963,77082.11,Operations,Part-time,1/22/2021,4145717969,0.21
620,Chantal,Bier,7/20/1986,41320.16,Operations,Part-time,10/16/2021,4259825696,0.49
621,Jany,Roderigo,7/8/1967,25485.68,HR,Full-time,12/14/2018,4989781146,0.36
622,Morry,Neave,7/4/1993,68366.55,HR,Full-time,7/9/2011,2587641463,0.31
623,Rosco,Verrick,6/17/1981,93526.19,Finance,Full-time,1/27/2015,8341691853,0.43
624,Stefa,Ernke,8/18/1981,42603.19,IT,Part-time,2/3/2014,5551102871,0.5
625,Rolland,Adie,6/24/1976,94440.95,IT,Full-time,2/11/2011,7486945622,0.44
626,Murvyn,Robertot,6/23/1976,44654.68,Finance,Full-time,10/10/2013,8096011522,0.17
627,Anett,Duquesnay,6/4/1969,52070.32,IT,Full-time,6/29/2019,3028543365,0.43
628,Guillemette,Daddow,1/5/1963,82212.29,Finance,Full-time,11/28/2014,9569313846,0.19
629,Therese,Zamudio,11/2/1982,78117.13,Finance,Contractor,11/1/2017,5871597948,0.27
630,Elonore,Doberer,9/18/1962,55357.43,HR,Part-time,7/22/2016,1907916703,0.4
631,Melonie,Antoniou,3/6/1994,37860.99,IT,Full-time,4/21/2015,8147294291,0.47
632,Aguie,Hounson,7/16/1968,37656.3,Finance,Part-time,11/22/2011,7547961058,0.23
633,Duff,Kerfut,3/8/1972,91938.0,HR,Contractor,12/24/2017,1364333059,0.22
634,Marchelle,Bundock,1/1/1964,42637.56,IT,Part-time,11/6/2015,2982953845,0.25
635,Ignatius,Caraher,11/26/1976,46204.21,Finance,Full-time,2/27/2018,1051857857,0.31
636,Skip,Gyles,8/19/1966,92502.1,Operations,Part-time,6/10/2010,4281550997,0.13
637,Risa,Engall,6/16/1971,48470.79,Finance,Part-time,2/9/2012,8220505360,0.21
638,Chris,Leehane,2/19/1998,55081.35,Finance,Contractor,10/12/2018,1574330848,0.24
639,Elianore,Klawi,4/3/1987,69782.81,Finance,Part-time,5/22/2016,8793253355,0.14
640,Jose,Mellish,6/14/1981,51737.6,HR,Full-time,11/28/2016,7208070393,0.32
641,Odille,Hinsch,5/16/1982,74552.24,Operations,Contractor,2/20/2017,1309730652,0.4
642,Shani,Du Hamel,2/1/1974,78102.34,HR,Part-time,2/7/2020,7678368215,0.2
643,Mireille,Parlott,4/25/1996,66207.61,IT,Contractor,12/25/2010,1361464294,0.34
644,Hillary,Screeton,6/28/1961,45567.3,IT,Part-time,5/1/2011,9941350694,0.17
645,Willetta,Bindon,3/19/1984,39253.88,HR,Contractor,11/4/2012,7980325091,0.31
646,Candi,Oldershaw,1/29/1988,95815.34,Operations,Part-time,1/12/2010,2357282800,0.15
647,Deedee,Marcq,8/12/1984,87830.71,Finance,Contractor,7/5/2016,1067421334,0.15
648,Alidia,Novis,4/23/1971,33389.18,IT,Full-time,3/17/2017,1851300643,0.29
649,Aurelia,Attrie,3/11/1969,68603.48,Operations,Full-time,8/16/2016,5824233747,0.45
650,Merrili,Claessens,6/16/1973,95379.74,Finance,Full-time,1/31/2018,8842081120,0.22
651,Thomasina,Bryant,9/12/1981,34798.16,HR,Part-time,4/3/2012,2703149618,0.17
652,Leroy,Gerauld,3/17/1983,37864.43,Operations,Contractor,2/23/2015,6913766096,0.19
653,Doralynne,Aldus,3/18/1970,32260.38,Finance,Full-time,11/5/2016,6459404081,0.18
654,Lula,Huguenet,5/9/1960,69441.9,HR,Contractor,6/6/2015,1963158719,0.38
655,Margy,Riall,9/19/1992,28934.93,Finance,Contractor,12/18/2010,1664269812,0.37
656,Lorry,Murphy,11/19/1968,25765.84,IT,Full-time,3/4/2012,3933888755,0.29
657,Shannen,Paddon,8/2/1984,37683.87,IT,Contractor,8/22/2018,3857421761,0.42
658,Worthington,Van Oort,12/23/1976,57105.79,Operations,Full-time,11/16/2014,7678373670,0.22
659,Ewan,Stickins,6/7/1977,46489.8,HR,Part-time,6/10/2016,7559028609,0.22
660,Philippa,Scarsbrick,5/15/1965,56096.6,Finance,Contractor,6/18/2018,6047504139,0.34
661,Zilvia,Grabert,11/23/1989,62739.8,HR,Contractor,3/13/2021,1914248300,0.5
662,Em,Booth,4/11/1982,33609.01,Operations,Part-time,11/21/2017,4419619478,0.36
663,Libby,Skittrall,4/30/1984,74597.57,IT,Part-time,5/31/2010,3852375998,0.42
664,Gabriella,McConnal,11/14/1985,56096.58,Operations,Contractor,9/26/2016,8348769411,0.32
665,Nanci,Keasy,3/5/1979,67646.98,Finance,Full-time,3/24/2015,4581832319,0.15
666,Brita,Keerl,11/6/1989,22007.44,HR,Contractor,12/7/2016,9189011025,0.24
667,Lila,Daintry,7/24/1987,55147.98,IT,Part-time,3/28/2019,9295028013,0.23
668,Isabelle,Andrusyak,2/27/1981,61510.75,Operations,Full-time,2/27/2014,4372201323,0.14
669,Rollin,Rizzone,5/24/1975,50956.53,HR,Contractor,8/18/2020,7333886611,0.11
670,Sayre,Verman,8/15/1961,71327.7,HR,Full-time,3/13/2012,1431472734,0.19
671,Dennie,Trimme,10/17/1994,68541.86,Finance,Contractor,1/2/2010,8575785369,0.26
672,Jerome,Smallacombe,6/6/1987,41041.93,HR,Part-time,9/11/2021,4924587313,0.14
673,Nathanial,Zuan,11/18/1991,82702.3,IT,Contractor,1/2/2013,3363387115,0.39
674,Betteanne,Boome,12/27/1968,53253.74,Operations,Part-time,8/30/2019,7267399392,0.46
675,Jodi,Priditt,1/23/1989,58419.14,Operations,Part-time,11/9/2016,9850810317,0.16
676,Cymbre,Clandillon,4/24/1996,61809.57,IT,Contractor,5/22/2021,6251403916,0.15
677,Will,Corner,10/27/1970,54174.6,Operations,Full-time,2/25/2019,1103152185,0.14
678,Brianna,Philippet,9/27/1980,41484.13,Operations,Contractor,10/20/2013,5986973624,0.4
679,Tremayne,Van der Spohr,3/27/1966,22411.43,Operations,Full-time,7/24/2012,6883038715,0.28
680,Maighdiln,Gehrts,1/13/1980,55494.56,HR,Full-time,9/15/2014,4599335179,0.37
681,Thebault,Scarf,3/31/1968,74289.32,Operations,Contractor,8/26/2020,2825313061,0.18
682,Corbin,Whieldon,9/10/1981,20397.48,HR,Contractor,7/23/2012,2173275048,0.19
683,Dorie,Bromell,7/29/1991,49599.59,HR,Contractor,7/16/2021,3499284637,0.28
684,Tallie,Weldon,7/26/1970,56863.57,Finance,Contractor,3/31/2011,7013625440,0.15
685,Vail,Child,1/1/1986,78835.61,HR,Full-time,4/9/2021,4697579320,0.2
686,Michaela,Renols,5/4/1960,70962.35,Finance,Full-time,5/4/2011,6052884002,0.43
687,Modesty,Seabright,5/1/1968,39472.37,Operations,Part-time,12/1/2015,6166521438,0.24
688,Svend,Aspinal,8/1/1993,94855.65,HR,Part-time,1/16/2019,3074716927,0.26
689,Larry,Bettles,6/5/1986,88950.94,Finance,Contractor,9/26/2017,2529608440,0.47
690,Micheline,Lambarton,7/22/1996,50136.21,HR,Contractor,3/18/2021,7298601390,0.23
691,Emogene,Boughen,10/6/1965,98683.42,Finance,Part-time,12/5/2021,6217279620,0.18
692,Gorden,Lindberg,12/28/1997,35012.5,IT,Contractor,1/3/2020,8016463745,0.2
693,Igor,Murford,6/1/1989,37921.75,Finance,Contractor,8/4/2010,3350084232,0.28
694,Tarah,Gheorghie,8/9/1969,77093.52,Operations,Full-time,4/19/2014,8847699883,0.2
695,North,Varah,11/17/1969,31514.83,Operations,Part-time,1/21/2018,5337925834,0.36
696,Anthia,Bartolijn,4/26/1971,80531.03,HR,Contractor,8/7/2012,7378743933,0.28
697,Clea,Havis,8/9/1992,36648.17,HR,Contractor,9/13/2014,3026785074,0.42
698,Humfrid,Goman,7/17/1978,85395.84,Finance,Contractor,9/29/2012,6994525122,0.25
699,Berkie,Dodell,10/22/1985,70193.13,IT,Contractor,5/16/2015,2137263563,0.4
700,Ozzie,Flowerdew,2/23/1968,83190.54,Operations,Contractor,9/5/2018,3503962555,0.22
701,Baron,Noye,1/28/1986,80215.9,HR,Contractor,3/5/2017,6991206213,0.48
702,Padget,Priddle,6/15/1962,81939.54,HR,Contractor,3/16/2011,3797663302,0.18
703,Doll,Chinnick,3/6/1993,95517.76,Finance,Contractor,4/13/2014,5268807133,0.3
704,Pearl,Blunsom,3/27/1994,20076.54,Operations,Full-time,2/3/2013,5850500073,0.5
705,Haskell,O'Kieran,3/12/1970,22547.86,HR,Full-time,3/20/2019,2054868756,0.28
706,Darcee,Feander,1/9/1970,63340.02,HR,Full-time,6/21/2021,8486680393,0.15
707,Ines,Lambirth,7/20/1966,28173.37,Operations,Contractor,9/8/2017,1525723299,0.27
708,Ermin,Freeberne,7/21/1970,87352.95,Finance,Full-time,10/11/2017,1879311178,0.31
709,Claudio,Gibbins,7/22/1961,85856.27,IT,Contractor,7/18/2017,9118535927,0.16
710,Retha,Gaskell,7/23/1980,75790.44,IT,Part-time,2/12/2014,3119824180,0.49
711,Ronica,Lenglet,9/20/1993,46105.89,IT,Full-time,7/30/2018,8528291911,0.1
712,Harp,Odams,8/30/1988,33776.1,Operations,Full-time,1/2/2013,3570565796,0.22
713,Caroline,Mateiko,1/15/1998,52202.33,Finance,Full-time,5/8/2017,5512863759,0.24
714,Raimondo,Pillman,3/27/1980,47189.37,Operations,Part-time,10/2/2011,7542152381,0.26
715,Modestine,Terbrugge,6/30/1970,22498.32,Finance,Part-time,3/20/2020,7876777057,0.16
716,Mick,Championnet,1/3/1983,45128.34,Finance,Part-time,1/28/2014,6295315655,0.21
717,Lek,Noorwood,6/14/1971,81502.06,HR,Part-time,11/11/2010,9934393157,0.43
718,Allyson,Reddish,12/31/1971,59119.78,Operations,Contractor,10/31/2014,3930116942,0.27
719,Byrom,Guidini,10/25/1987,45391.42,HR,Contractor,1/5/2019,1825320965,0.29
720,Quintilla,Ericsson,4/29/1964,91169.49,Finance,Contractor,2/24/2021,6790359808,0.49
721,Pablo,Aggott,5/19/1988,66721.32,Finance,Full-time,8/24/2020,7561114263,0.47
722,Christie,Belden,11/19/1964,82215.31,IT,Part-time,4/27/2014,1934876467,0.2
723,Cookie,Fall,5/16/1970,87334.83,Operations,Full-time,4/9/2012,4810572855,0.33
724,Jeralee,Kennaird,4/15/1968,38343.49,HR,Part-time,5/6/2018,9232556247,0.13
725,Ibrahim,Layborn,6/21/1976,46491.2,HR,Contractor,9/2/2012,2614451254,0.23
726,Janeen,Coleshill,7/8/1978,66028.55,HR,Full-time,2/19/2016,7969438208,0.29
727,Merilyn,Heyward,1/31/1965,98414.42,HR,Part-time,11/12/2012,6077027439,0.42
728,Bron,Dwelly,12/24/1971,34193.65,Finance,Part-time,3/31/2013,4787460731,0.31
729,Malinde,Sturror,2/13/1984,83843.44,Finance,Full-time,12/21/2010,9322958187,0.27
730,Kalie,Hotchkin,1/8/1976,53551.31,HR,Part-time,10/2/2021,3365457807,0.27
731,Gian,Lunney,12/16/1991,76358.05,HR,Part-time,9/2/2014,5291588568,0.4
732,Antonella,Limbert,6/16/1978,47995.23,Operations,Part-time,6/3/2017,4001150812,0.43
733,Vite,Fadell,7/7/1962,87345.52,IT,Contractor,7/15/2013,2430615395,0.31
734,Linn,Furmenger,10/14/1967,77578.28,HR,Part-time,5/28/2010,9451102585,0.28
735,Parnell,Sayward,9/23/1992,54933.57,Finance,Full-time,10/11/2018,7995336042,0.42
736,Iain,Reddle,4/21/1994,25241.57,HR,Full-time,1/9/2020,2979783908,0.32
737,Gradeigh,Keattch,11/14/1995,83638.24,Finance,Contractor,8/8/2014,9948621753,0.18
738,Daffi,Whiscard,2/5/1980,69300.75,HR,Contractor,2/8/2021,9510409139,0.32
739,Fawn,MacGowing,3/24/1992,59814.5,Operations,Full-time,5/30/2017,7481967690,0.28
740,Magdalena,Dibdall,11/19/1998,53968.17,HR,Full-time,4/7/2013,6779623363,0.44
741,Abbye,Pautot,1/13/1992,67557.69,Operations,Full-time,10/21/2016,5712809051,0.26
742,Jayme,Jauncey,4/20/1978,80934.43,IT,Contractor,7/11/2018,9922155411,0.27
743,Brennan,Carolan,12/30/1991,38097.03,Operations,Part-time,5/2/2017,1700031308,0.5
744,Damiano,Korejs,7/6/1996,49151.92,IT,Contractor,11/11/2013,5854020728,0.48
745,Fanchon,Johnigan,11/19/1997,83032.84,Finance,Contractor,12/13/2021,3872162158,0.38
746,Nannette,Neumann,3/7/1994,40872.21,IT,Full-time,10/21/2021,6036373639,0.13
747,Brennen,Sears,6/11/1971,44390.46,Finance,Contractor,3/23/2019,3007218972,0.17
748,Amara,McClean,6/17/1988,27805.68,Finance,Contractor,10/19/2010,7783906306,0.41
749,Sarah,Bremond,1/16/1979,37976.88,IT,Contractor,12/30/2019,6367765181,0.46
750,Heath,Sudy,9/17/1965,75452.79,HR,Contractor,2/19/2013,6614429296,0.29
751,Juan,Ridehalgh,10/19/1993,37974.14,Finance,Full-time,1/9/2010,4289988608,0.21
752,Lenore,Attwool,4/7/1963,70604.09,Finance,Part-time,2/5/2018,4456574295,0.19
753,Hanan,Sawell,9/19/1983,85480.92,Finance,Contractor,6/8/2021,1593384413,0.11
754,Lauretta,Larman,8/23/1987,50195.6,HR,Full-time,10/27/2014,5459583709,0.37
755,Lucius,Exposito,7/11/1975,60367.43,Finance,Full-time,4/9/2018,3415036295,0.24
756,Willdon,Felstead,1/18/1979,66741.81,Operations,Full-time,12/20/2016,8668398284,0.38
757,Martelle,Binding,7/12/1976,68361.33,IT,Part-time,11/23/2018,1720455645,0.34
758,Torrie,Titmarsh,12/1/1982,45098.72,HR,Full-time,9/27/2016,8416319033,0.36
759,Mignonne,Grove,4/1/1989,35118.59,Finance,Contractor,10/12/2010,5897782588,0.48
760,Clotilda,Garforth,4/11/1963,57650.81,IT,Contractor,3/20/2014,5014075893,0.36
761,Ashli,Wolland,3/10/1998,28732.39,HR,Full-time,1/12/2014,7519125110,0.12
762,Konstanze,Deighton,9/24/1976,67979.96,Finance,Full-time,2/9/2021,4760508262,0.16
763,Sheilah,Brimelow,11/19/1988,20201.72,Finance,Part-time,6/23/2011,3112608118,0.45
764,Hillel,McNess,2/6/1967,62707.91,HR,Full-time,7/17/2019,1049738920,0.23
765,Ianthe,Wiggall,10/20/1962,86924.85,Finance,Contractor,11/27/2013,1019698677,0.37
766,Leanna,Lages,2/9/1970,79545.34,HR,Part-time,5/22/2021,3577691784,0.17
767,Moise,Dabnor,5/15/1987,75463.37,Finance,Part-time,2/27/2019,3013925201,0.43
768,Lacie,Waller,1/23/1963,71293.73,Operations,Part-time,4/10/2021,4051430232,0.29
769,Loralie,McCrackem,3/16/1985,86879.8,HR,Full-time,5/5/2016,4017863250,0.36
770,Leroi,Ganniclifft,10/3/1985,66945.82,HR,Full-time,2/4/2014,2273891836,0.22
771,Olenka,Prest,3/2/1962,68081.9,Operations,Contractor,9/8/2019,6531215408,0.31
772,Ricki,Wiltshier,7/18/1997,84356.09,Operations,Part-time,4/19/2018,6594208883,0.33
773,Valry,Catherine,3/15/1973,75359.46,Finance,Full-time,3/17/2015,3294165384,0.19
774,Edd,Rodgier,9/6/1999,65750.33,HR,Contractor,3/7/2010,7195511661,0.31
775,Marchelle,Cawsey,7/20/1960,69735.05,IT,Contractor,5/13/2020,4328406071,0.33
776,Marillin,Latch,8/12/1987,82682.16,HR,Contractor,1/30/2011,1943730705,0.37
777,Chris,Lethbridge,3/8/1997,23005.18,Finance,Contractor,12/12/2019,2388747797,0.45
778,Jo,Whife,5/17/1988,81498.57,Finance,Full-time,7/6/2021,6814647402,0.37
779,Delphine,Hallworth,5/20/1997,20348.49,HR,Full-time,7/5/2018,2814418248,0.27
780,Ike,Mason,7/9/1971,33667.54,Operations,Full-time,11/26/2016,9686300259,0.11
781,Vonnie,Dunlap,4/10/1988,63389.88,IT,Part-time,9/19/2012,7954994601,0.25
782,Sloan,Meugens,8/13/1961,83871.8,Finance,Full-time,12/12/2019,1677298157,0.48
783,Marc,Bellerby,11/11/1990,50788.72,Operations,Contractor,12/17/2017,5097737106,0.17
784,Zebulon,Cason,7/27/1964,71930.75,Operations,Full-time,9/4/2012,9704310542,0.2
785,Jacquenette,Cloy,7/16/1968,43100.5,IT,Full-time,10/17/2013,9653431661,0.27
786,Dela,Auguste,3/22/1981,91704.76,Finance,Part-time,7/7/2018,9812111794,0.27
787,Jessamine,Eddisforth,3/31/1995,43603.92,Operations,Part-time,1/2/2019,5990684580,0.32
788,Karolina,Joris,10/1/1996,57011.81,Finance,Contractor,8/22/2021,1293469934,0.41
789,Julina,Crippill,9/26/1974,46804.45,HR,Part-time,10/11/2015,9688877747,0.28
790,Heinrik,Pimblett,9/26/1973,46511.12,IT,Part-time,2/27/2015,7460116032,0.3
791,Borg,Misselbrook,11/12/1991,67657.1,IT,Full-time,7/31/2020,3000081115,0.31
792,Patrizia,Pettit,1/26/1967,21964.58,IT,Full-time,5/30/2017,3883327342,0.45
793,Waldo,Pitcaithly,8/2/1964,63185.43,Operations,Part-time,8/21/2012,6178938341,0.44
794,Yettie,Burborough,3/15/1960,68894.07,Operations,Full-time,8/14/2015,4948995597,0.26
795,Bjorn,Noseworthy,8/6/1994,80464.63,IT,Contractor,3/25/2018,8910698705,0.3
796,Calley,Dowbakin,8/26/1984,69771.7,Finance,Contractor,7/23/2018,8662922131,0.11
797,Averil,Reford,4/4/1968,32495.34,Finance,Contractor,7/8/2011,3918138172,0.25
798,Alfredo,Perell,1/2/1983,87175.73,HR,Contractor,6/24/2013,2085721921,0.24
799,Sunny,Domange,1/10/1989,57295.33,IT,Contractor,3/2/2021,7264612833,0.38
800,Matias,Hitcham,8/11/1988,54775.85,IT,Part-time,12/23/2020,5474775039,0.49
801,Madison,Jackman,6/4/1963,29401.65,HR,Part-time,10/20/2010,3021095277,0.31
802,Bobbie,Commusso,12/7/1964,61722.73,Operations,Full-time,7/16/2015,1606735268,0.39
803,Thomas,Klementz,4/1/1987,54739.59,IT,Contractor,5/12/2013,3261552910,0.22
804,Beulah,Derricoat,11/29/1972,37567.53,Finance,Part-time,12/28/2010,8867702219,0.11
805,Granny,Delgua,5/4/1980,48671.73,Operations,Contractor,8/16/2010,3980214872,0.2
806,Orrin,Townshend,10/13/1998,75056.95,Operations,Contractor,7/27/2013,7953311133,0.18
807,Alyosha,Worgan,10/21/1963,67788.19,Operations,Full-time,2/9/2016,4498012626,0.22
808,Pattie,Trevance,11/22/1996,86012.28,Finance,Part-time,11/24/2019,1888205505,0.14
809,Lynda,Lohrensen,4/14/1989,62600.29,HR,Full-time,2/17/2017,8580353029,0.43
810,Wait,Phythean,1/23/1981,35677.88,IT,Full-time,1/9/2021,7583406025,0.18
811,Cordie,O'Loughnan,1/25/1978,91598.41,Operations,Part-time,4/7/2011,2967477336,0.14
812,Dave,Waistell,9/3/1968,97012.58,Operations,Part-time,7/17/2018,8474709397,0.11
813,Don,Birrell,10/2/1971,99081.5,IT,Contractor,11/6/2020,7570850906,0.25
814,Eula,McLarty,6/14/1986,71625.61,Operations,Contractor,10/1/2012,4264784178,0.34
815,Jammie,Garbott,11/22/1966,50314.91,HR,Contractor,12/23/2011,5517104174,0.28
816,Sasha,Mably,8/26/1984,72660.0,Operations,Full-time,10/9/2013,6492136724,0.23
817,Chelsy,Bell,8/22/1974,47988.28,IT,Contractor,10/31/2021,1066365066,0.16
818,Coleman,Morais,5/14/1966,87290.27,HR,Part-time,2/8/2016,4292853950,0.17
819,Corinne,Blaker,1/17/1972,95434.27,Operations,Contractor,10/21/2010,7912966945,0.4
820,Tisha,Pierri,12/13/1987,72066.97,Finance,Contractor,1/11/2016,2861685466,0.22
821,Kennith,MacCallion,10/17/1986,75693.03,HR,Full-time,10/13/2012,8609570215,0.42
822,Farr,Oxterby,11/30/1987,78087.93,Finance,Full-time,5/27/2016,3017735752,0.32
823,Edee,Olyunin,2/16/1962,21720.47,Operations,Part-time,11/30/2011,9350062674,0.11
824,Etienne,Frame,10/28/1970,69164.18,Operations,Full-time,9/24/2017,9737457088,0.36
825,Linet,McCullough,10/13/1977,73995.01,Operations,Contractor,4/4/2011,2381250869,0.21
826,Christophe,Seary,5/3/1991,34272.31,HR,Contractor,12/12/2013,7448019528,0.14
827,Yolane,Marioneau,2/26/1961,86729.15,HR,Contractor,1/13/2010,8510498368,0.36
828,Cliff,Camacho,5/20/1989,45940.26,IT,Full-time,1/16/2015,4419166535,0.24
829,Paulina,Woolsey,8/3/1990,35839.43,HR,Contractor,10/11/2013,5455856977,0.18
830,Rasla,Popworth,9/25/1992,36986.94,HR,Contractor,5/30/2010,4704919514,0.38
831,Demetre,Rudall,12/18/1966,56319.78,Operations,Part-time,1/22/2010,7227172282,0.48
832,Matilda,Yankeev,10/18/1982,38768.79,IT,Part-time,10/30/2010,5224966385,0.15
833,Anet,Braxay,2/10/1992,58019.66,Operations,Part-time,10/12/2013,7086310799,0.19
834,Hesther,Davidowich,10/1/1960,83961.36,Finance,Part-time,1/6/2018,1772620067,0.45
835,Atlante,Yves,2/4/1996,96769.44,IT,Contractor,3/11/2011,6098435781,0.35
836,Camel,Suddaby,6/3/1970,66435.65,HR,Contractor,6/13/2010,7167724529,0.44
837,Chantalle,Tiddeman,10/29/1997,73391.81,IT,Part-time,3/18/2013,7734387899,0.2
838,Loria,Algar,3/7/1997,22247.45,Operations,Part-time,9/9/2012,9061256658,0.17
839,Alice,Spilstead,12/28/1982,58552.49,HR,Contractor,4/15/2018,4890744239,0.14
840,Lisetta,Farrier,10/30/1980,65611.64,HR,Part-time,6/2/2014,4010522495,0.5
841,Carissa,Beric,10/21/1986,84838.08,HR,Full-time,9/20/2016,7911511816,0.12
842,Cassandra,Colombier,3/9/1976,87879.02,Operations,Contractor,11/20/2015,6595460067,0.18
843,Sarene,Collier,4/20/1977,49160.62,Operations,Full-time,9/13/2019,7382594495,0.12
844,Lavinia,Branton,7/27/1971,51799.81,Finance,Full-time,5/4/2021,5064126240,0.38
845,Rabi,Acory,1/16/1992,80174.82,Operations,Full-time,7/9/2015,3184666409,0.3
846,Otho,Cestard,1/21/1989,90981.78,Operations,Full-time,12/2/2016,4845965099,0.36
847,Golda,Pearson,1/8/1976,93120.7,HR,Part-time,1/20/2012,2541615994,0.39
848,Ferd,Cobello,4/28/1972,70246.72,Operations,Part-time,3/13/2011,6334555302,0.49
849,Brittany,Ottiwill,7/17/1969,54228.11,HR,Full-time,9/10/2015,7881809777,0.19
850,Buckie,Lawee,6/8/1977,33435.06,Finance,Part-time,1/13/2021,8754422984,0.48
851,Cindra,Viccars,6/25/1998,21650.33,IT,Part-time,1/22/2010,9128829959,0.24
852,Marie,Sarjeant,3/3/1998,65536.17,IT,Part-time,9/21/2014,1306391856,0.13
853,Cristen,Jessel,7/17/1987,77013.27,Finance,Contractor,1/5/2019,4309051403,0.12
854,Solomon,De Atta,4/28/1987,96355.7,IT,Full-time,2/7/2016,1300549265,0.48
855,Mikkel,Gaffer,5/31/1983,66833.88,HR,Full-time,6/28/2013,2079124583,0.26
856,Arne,Spataro,5/18/1985,48235.68,IT,Contractor,6/2/2019,6945809204,0.16
